date,stp_id,farm_id,biosolid_tons
2025-01-12,STP_TVM,F_1209,5.0
2025-01-12,STP_TVM,F_1216,5.0
2025-01-12,STP_TVM,F_1217,5.0
2025-01-12,STP_TVM,F_1221,5.0
2025-01-12,STP_TVM,F_1224,0.0027371382
2025-01-12,STP_TVM,F_1224,5.0
2025-01-12,STP_TVM,F_1237,5.0
2025-01-12,STP_TVM,F_1244,5.0
2025-01-12,STP_TVM,F_1245,5.0
2025-01-12,STP_TVM,F_1249,2.9867012
2025-01-16,STP_GVR,F_1009,5.0
2025-01-16,STP_GVR,F_1019,5.0
2025-01-16,STP_GVR,F_1033,5.0
2025-01-16,STP_GVR,F_1037,5.0
2025-01-16,STP_GVR,F_1043,5.0
2025-01-16,STP_GVR,F_1049,5.0
2025-01-16,STP_GVR,F_1051,5.0
2025-01-16,STP_GVR,F_1053,5.0
2025-01-16,STP_GVR,F_1065,5.0
2025-01-16,STP_GVR,F_1067,5.0
2025-01-16,STP_GVR,F_1071,5.0
2025-01-16,STP_GVR,F_1073,5.0
2025-01-16,STP_GVR,F_1083,5.0
2025-01-16,STP_GVR,F_1085,5.0
2025-01-16,STP_GVR,F_1093,5.0
2025-01-16,STP_GVR,F_1099,5.0
2025-01-16,STP_GVR,F_1103,5.0
2025-01-16,STP_GVR,F_1111,5.0
2025-01-16,STP_GVR,F_1115,5.0
2025-01-16,STP_GVR,F_1147,5.0
2025-01-16,STP_GVR,F_1183,0.0027371382
2025-01-16,STP_GVR,F_1183,4.0206287
2025-01-16,STP_GVR,F_1187,5.0
2025-01-16,STP_GVR,F_1205,5.0
2025-01-16,STP_GVR,F_1219,5.0
2025-01-16,STP_GVR,F_1233,0.0011652299
2025-01-16,STP_GVR,F_1233,5.0
2025-01-16,STP_GVR,F_1249,3.9707037
2025-01-16,STP_KCH,F_1005,0.0019666556
2025-01-16,STP_KCH,F_1005,5.0
2025-01-16,STP_KCH,F_1011,5.0
2025-01-16,STP_KCH,F_1021,5.0
2025-01-16,STP_KCH,F_1027,5.0
2025-01-16,STP_KCH,F_1031,5.0
2025-01-16,STP_KCH,F_1035,5.0
2025-01-16,STP_KCH,F_1039,5.0
2025-01-16,STP_KCH,F_1047,5.0
2025-01-16,STP_KCH,F_1061,5.0
2025-01-16,STP_KCH,F_1091,5.0
2025-01-16,STP_KCH,F_1107,5.0
2025-01-16,STP_KCH,F_1119,5.0
2025-01-16,STP_KCH,F_1123,5.0
2025-01-16,STP_KCH,F_1129,5.0
2025-01-16,STP_KCH,F_1131,5.0
2025-01-16,STP_KCH,F_1133,5.0
2025-01-16,STP_KCH,F_1139,5.0
2025-01-16,STP_KCH,F_1141,5.0
2025-01-16,STP_KCH,F_1143,5.0
2025-01-16,STP_KCH,F_1145,5.0
2025-01-16,STP_KCH,F_1155,5.0
2025-01-16,STP_KCH,F_1157,5.0
2025-01-16,STP_KCH,F_1161,5.0
2025-01-16,STP_KCH,F_1163,5.0
2025-01-16,STP_KCH,F_1165,5.0
2025-01-16,STP_KCH,F_1167,5.0
2025-01-16,STP_KCH,F_1175,5.0
2025-01-16,STP_KCH,F_1179,5.0
2025-01-16,STP_KCH,F_1185,5.0
2025-01-16,STP_KCH,F_1189,5.0
2025-01-16,STP_KCH,F_1193,5.0
2025-01-16,STP_KCH,F_1195,5.0
2025-01-16,STP_KCH,F_1209,5.0
2025-01-16,STP_KCH,F_1211,5.0
2025-01-16,STP_KCH,F_1217,5.0
2025-01-16,STP_KCH,F_1223,5.0
2025-01-16,STP_KCH,F_1231,5.0
2025-01-16,STP_KCH,F_1235,5.0
2025-01-16,STP_KCH,F_1237,1.9904094
2025-01-16,STP_KKD,F_1001,0.0011150034
2025-01-16,STP_KKD,F_1001,5.0
2025-01-16,STP_KKD,F_1003,5.0
2025-01-16,STP_KKD,F_1007,5.0
2025-01-16,STP_KKD,F_1013,5.0
2025-01-16,STP_KKD,F_1015,5.0
2025-01-16,STP_KKD,F_1017,5.0
2025-01-16,STP_KKD,F_1023,5.0
2025-01-16,STP_KKD,F_1025,5.0
2025-01-16,STP_KKD,F_1029,5.0
2025-01-16,STP_KKD,F_1041,5.0
2025-01-16,STP_KKD,F_1045,5.0
2025-01-16,STP_KKD,F_1057,5.0
2025-01-16,STP_KKD,F_1059,5.0
2025-01-16,STP_KKD,F_1063,5.0
2025-01-16,STP_KKD,F_1075,5.0
2025-01-16,STP_KKD,F_1077,5.0
2025-01-16,STP_KKD,F_1079,5.0
2025-01-16,STP_KKD,F_1081,5.0
2025-01-16,STP_KKD,F_1089,5.0
2025-01-16,STP_KKD,F_1095,5.0
2025-01-16,STP_KKD,F_1097,5.0
2025-01-16,STP_KKD,F_1101,5.0
2025-01-16,STP_KKD,F_1109,5.0
2025-01-16,STP_KKD,F_1113,5.0
2025-01-16,STP_KKD,F_1117,5.0
2025-01-16,STP_KKD,F_1121,5.0
2025-01-16,STP_KKD,F_1125,5.0
2025-01-16,STP_KKD,F_1135,0.0043720521
2025-01-16,STP_KKD,F_1135,5.0
2025-01-16,STP_KKD,F_1149,5.0
2025-01-16,STP_KKD,F_1151,5.0
2025-01-16,STP_KKD,F_1153,5.0
2025-01-16,STP_KKD,F_1159,5.0
2025-01-16,STP_KKD,F_1169,5.0
2025-01-16,STP_KKD,F_1171,5.0
2025-01-16,STP_KKD,F_1177,5.0
2025-01-16,STP_KKD,F_1181,0.0037539141
2025-01-16,STP_KKD,F_1181,5.0
2025-01-16,STP_KKD,F_1183,0.97937131
2025-01-16,STP_KKD,F_1191,5.0
2025-01-16,STP_KKD,F_1197,5.0
2025-01-16,STP_KKD,F_1199,5.0
2025-01-16,STP_KKD,F_1201,5.0
2025-01-16,STP_KKD,F_1203,5.0
2025-01-16,STP_KKD,F_1207,5.0
2025-01-16,STP_KKD,F_1213,5.0
2025-01-16,STP_KKD,F_1215,5.0
2025-01-16,STP_KKD,F_1225,0.0012383696
2025-01-16,STP_KKD,F_1225,5.0
2025-01-16,STP_KKD,F_1227,0.0032113536
2025-01-16,STP_KKD,F_1227,5.0
2025-01-16,STP_KKD,F_1229,5.0
2025-01-16,STP_KKD,F_1239,5.0
2025-01-16,STP_KKD,F_1241,5.0
2025-01-16,STP_KKD,F_1243,5.0
2025-01-16,STP_KKD,F_1247,5.0
2025-01-22,STP_TVM,F_1002,0.0010570779
2025-01-22,STP_TVM,F_1002,5.0
2025-01-22,STP_TVM,F_1005,0.0050733067
2025-01-22,STP_TVM,F_1005,5.0
2025-01-22,STP_TVM,F_1006,5.0
2025-01-22,STP_TVM,F_1008,0.0032113536
2025-01-22,STP_TVM,F_1008,5.0
2025-01-22,STP_TVM,F_1020,5.0
2025-01-22,STP_TVM,F_1032,5.0
2025-01-22,STP_TVM,F_1034,5.0
2025-01-22,STP_TVM,F_1036,5.0
2025-01-22,STP_TVM,F_1046,0.0088667045
2025-01-22,STP_TVM,F_1046,5.0
2025-01-22,STP_TVM,F_1047,0.0010570779
2025-01-22,STP_TVM,F_1047,5.0
2025-01-22,STP_TVM,F_1048,5.0
2025-01-22,STP_TVM,F_1054,0.0027371382
2025-01-22,STP_TVM,F_1054,5.0
2025-01-22,STP_TVM,F_1055,5.0
2025-01-22,STP_TVM,F_1061,5.0
2025-01-22,STP_TVM,F_1064,5.0
2025-01-22,STP_TVM,F_1068,5.0
2025-01-22,STP_TVM,F_1069,5.0
2025-01-22,STP_TVM,F_1070,5.0
2025-01-22,STP_TVM,F_1080,5.0
2025-01-22,STP_TVM,F_1087,5.0
2025-01-22,STP_TVM,F_1088,5.0
2025-01-22,STP_TVM,F_1091,5.0
2025-01-22,STP_TVM,F_1094,0.0015212875
2025-01-22,STP_TVM,F_1094,5.0
2025-01-22,STP_TVM,F_1105,5.0
2025-01-22,STP_TVM,F_1106,5.0
2025-01-22,STP_TVM,F_1110,5.0
2025-01-22,STP_TVM,F_1116,5.0
2025-01-22,STP_TVM,F_1118,5.0
2025-01-22,STP_TVM,F_1119,5.0
2025-01-22,STP_TVM,F_1127,5.0
2025-01-22,STP_TVM,F_1129,5.0
2025-01-22,STP_TVM,F_1133,5.0
2025-01-22,STP_TVM,F_1134,0.0024842103
2025-01-22,STP_TVM,F_1134,5.0
2025-01-22,STP_TVM,F_1137,0.0077542047
2025-01-22,STP_TVM,F_1137,5.0
2025-01-22,STP_TVM,F_1139,0.0015212875
2025-01-22,STP_TVM,F_1139,5.0
2025-01-22,STP_TVM,F_1141,5.0
2025-01-22,STP_TVM,F_1150,5.0
2025-01-22,STP_TVM,F_1156,5.0
2025-01-22,STP_TVM,F_1162,5.0
2025-01-22,STP_TVM,F_1163,5.0
2025-01-22,STP_TVM,F_1164,5.0
2025-01-22,STP_TVM,F_1165,5.0
2025-01-22,STP_TVM,F_1170,5.0
2025-01-22,STP_TVM,F_1173,5.0
2025-01-22,STP_TVM,F_1176,5.0
2025-01-22,STP_TVM,F_1178,5.0
2025-01-22,STP_TVM,F_1180,0.0012030874
2025-01-22,STP_TVM,F_1180,5.0
2025-01-22,STP_TVM,F_1189,5.0
2025-01-22,STP_TVM,F_1194,5.0
2025-01-22,STP_TVM,F_1195,5.0
2025-01-22,STP_TVM,F_1216,5.0
2025-01-22,STP_TVM,F_1217,5.0
2025-01-22,STP_TVM,F_1221,5.0
2025-01-22,STP_TVM,F_1222,5.0
2025-01-22,STP_TVM,F_1223,5.0
2025-01-22,STP_TVM,F_1235,0.002324396
2025-01-22,STP_TVM,F_1235,5.0
2025-01-22,STP_TVM,F_1238,0.0013924482
2025-01-22,STP_TVM,F_1238,5.0
2025-01-22,STP_TVM,F_1242,5.0
2025-01-22,STP_TVM,F_1245,5.0
2025-01-22,STP_TVM,F_1246,2.5572678
2025-01-28,STP_GVR,F_1018,5.0
2025-01-28,STP_GVR,F_1019,5.0
2025-01-28,STP_GVR,F_1033,5.0
2025-01-28,STP_GVR,F_1037,5.0
2025-01-28,STP_GVR,F_1050,0.001282539
2025-01-28,STP_GVR,F_1050,5.0
2025-01-28,STP_GVR,F_1052,0.0011280005
2025-01-28,STP_GVR,F_1052,5.0
2025-01-28,STP_GVR,F_1056,0.0013735
2025-01-28,STP_GVR,F_1056,5.0
2025-01-28,STP_GVR,F_1073,5.0
2025-01-28,STP_GVR,F_1100,5.0
2025-01-28,STP_GVR,F_1108,0.0016578731
2025-01-28,STP_GVR,F_1108,5.0
2025-01-28,STP_GVR,F_1111,5.0
2025-01-28,STP_GVR,F_1112,5.0
2025-01-28,STP_GVR,F_1114,5.0
2025-01-28,STP_GVR,F_1115,5.0
2025-01-28,STP_GVR,F_1130,5.0
2025-01-28,STP_GVR,F_1168,5.0
2025-01-28,STP_GVR,F_1172,5.0
2025-01-28,STP_GVR,F_1202,5.0
2025-01-28,STP_GVR,F_1205,5.0
2025-01-28,STP_GVR,F_1218,5.0
2025-01-28,STP_GVR,F_1229,1.5783623
2025-01-28,STP_GVR,F_1233,0.0077542047
2025-01-28,STP_GVR,F_1233,5.0
2025-01-28,STP_GVR,F_1234,0.0067564269
2025-01-28,STP_GVR,F_1234,5.0
2025-01-28,STP_GVR,F_1248,5.0
2025-01-28,STP_GVR,F_1249,5.0
2025-01-28,STP_KCH,F_1005,0.011466386
2025-01-28,STP_KCH,F_1005,5.0
2025-01-28,STP_KCH,F_1011,5.0
2025-01-28,STP_KCH,F_1021,5.0
2025-01-28,STP_KCH,F_1027,5.0
2025-01-28,STP_KCH,F_1039,5.0
2025-01-28,STP_KCH,F_1040,5.0
2025-01-28,STP_KCH,F_1051,0.0012030874
2025-01-28,STP_KCH,F_1051,5.0
2025-01-28,STP_KCH,F_1066,5.0
2025-01-28,STP_KCH,F_1067,5.0
2025-01-28,STP_KCH,F_1068,5.0
2025-01-28,STP_KCH,F_1071,5.0
2025-01-28,STP_KCH,F_1072,5.0
2025-01-28,STP_KCH,F_1085,5.0
2025-01-28,STP_KCH,F_1086,5.0
2025-01-28,STP_KCH,F_1098,5.0
2025-01-28,STP_KCH,F_1099,0.001682667
2025-01-28,STP_KCH,F_1099,5.0
2025-01-28,STP_KCH,F_1102,0.0012383696
2025-01-28,STP_KCH,F_1102,5.0
2025-01-28,STP_KCH,F_1107,0.0019666556
2025-01-28,STP_KCH,F_1107,5.0
2025-01-28,STP_KCH,F_1144,5.0
2025-01-28,STP_KCH,F_1147,0.0043720521
2025-01-28,STP_KCH,F_1147,5.0
2025-01-28,STP_KCH,F_1157,5.0
2025-01-28,STP_KCH,F_1158,5.0
2025-01-28,STP_KCH,F_1161,5.0
2025-01-28,STP_KCH,F_1175,5.0
2025-01-28,STP_KCH,F_1182,0.0032796365
2025-01-28,STP_KCH,F_1182,5.0
2025-01-28,STP_KCH,F_1184,0.0013665625
2025-01-28,STP_KCH,F_1184,5.0
2025-01-28,STP_KCH,F_1187,0.0011280005
2025-01-28,STP_KCH,F_1187,5.0
2025-01-28,STP_KCH,F_1193,5.0
2025-01-28,STP_KCH,F_1195,5.0
2025-01-28,STP_KCH,F_1198,5.0
2025-01-28,STP_KCH,F_1208,5.0
2025-01-28,STP_KCH,F_1209,5.0
2025-01-28,STP_KCH,F_1211,5.0
2025-01-28,STP_KCH,F_1224,0.022705687
2025-01-28,STP_KCH,F_1224,5.0
2025-01-28,STP_KCH,F_1231,0.0010254124
2025-01-28,STP_KCH,F_1231,5.0
2025-01-28,STP_KCH,F_1237,5.0
2025-01-28,STP_KCH,F_1244,0.0013924482
2025-01-28,STP_KCH,F_1244,2.3444557
2025-01-28,STP_KKD,F_1001,0.0035879525
2025-01-28,STP_KKD,F_1001,5.0
2025-01-28,STP_KKD,F_1012,0.0012383696
2025-01-28,STP_KKD,F_1012,5.0
2025-01-28,STP_KKD,F_1016,5.0
2025-01-28,STP_KKD,F_1022,5.0
2025-01-28,STP_KKD,F_1023,5.0
2025-01-28,STP_KKD,F_1025,5.0
2025-01-28,STP_KKD,F_1026,5.0
2025-01-28,STP_KKD,F_1028,5.0
2025-01-28,STP_KKD,F_1029,5.0
2025-01-28,STP_KKD,F_1038,5.0
2025-01-28,STP_KKD,F_1041,5.0
2025-01-28,STP_KKD,F_1057,0.0043720521
2025-01-28,STP_KKD,F_1057,5.0
2025-01-28,STP_KKD,F_1058,0.0037539141
2025-01-28,STP_KKD,F_1058,5.0
2025-01-28,STP_KKD,F_1059,5.0
2025-01-28,STP_KKD,F_1060,5.0
2025-01-28,STP_KKD,F_1075,5.0
2025-01-28,STP_KKD,F_1078,5.0
2025-01-28,STP_KKD,F_1081,5.0
2025-01-28,STP_KKD,F_1092,0.01640435
2025-01-28,STP_KKD,F_1092,5.0
2025-01-28,STP_KKD,F_1095,0.0010860777
2025-01-28,STP_KKD,F_1095,5.0
2025-01-28,STP_KKD,F_1096,0.0022583145
2025-01-28,STP_KKD,F_1096,5.0
2025-01-28,STP_KKD,F_1097,0.0020501458
2025-01-28,STP_KKD,F_1097,5.0
2025-01-28,STP_KKD,F_1101,0.0013735
2025-01-28,STP_KKD,F_1101,5.0
2025-01-28,STP_KKD,F_1104,0.0032113536
2025-01-28,STP_KKD,F_1104,5.0
2025-01-28,STP_KKD,F_1113,5.0
2025-01-28,STP_KKD,F_1117,5.0
2025-01-28,STP_KKD,F_1120,5.0
2025-01-28,STP_KKD,F_1122,5.0
2025-01-28,STP_KKD,F_1124,5.0
2025-01-28,STP_KKD,F_1128,5.0
2025-01-28,STP_KKD,F_1132,5.0
2025-01-28,STP_KKD,F_1135,0.020448964
2025-01-28,STP_KKD,F_1135,5.0
2025-01-28,STP_KKD,F_1177,5.0
2025-01-28,STP_KKD,F_1186,0.010101643
2025-01-28,STP_KKD,F_1186,5.0
2025-01-28,STP_KKD,F_1190,5.0
2025-01-28,STP_KKD,F_1197,5.0
2025-01-28,STP_KKD,F_1199,0.0013924482
2025-01-28,STP_KKD,F_1199,5.0
2025-01-28,STP_KKD,F_1203,5.0
2025-01-28,STP_KKD,F_1206,5.0
2025-01-28,STP_KKD,F_1213,5.0
2025-01-28,STP_KKD,F_1220,5.0
2025-01-28,STP_KKD,F_1226,0.0013615717
2025-01-28,STP_KKD,F_1226,5.0
2025-01-28,STP_KKD,F_1229,0.0011498899
2025-01-28,STP_KKD,F_1229,3.4216377
2025-01-28,STP_KKD,F_1230,0.0024842103
2025-01-28,STP_KKD,F_1230,4.6960269
2025-01-28,STP_KKD,F_1236,5.0
2025-01-28,STP_KKD,F_1239,5.0
2025-01-28,STP_KKD,F_1240,5.0
2025-01-28,STP_KKD,F_1241,5.0
2025-01-28,STP_KKD,F_1243,0.0016578731
2025-01-28,STP_KKD,F_1243,5.0
2025-02-01,STP_TVM,F_1002,0.0019791528
2025-02-01,STP_TVM,F_1002,5.0
2025-02-01,STP_TVM,F_1005,0.018349015
2025-02-01,STP_TVM,F_1005,5.0
2025-02-01,STP_TVM,F_1006,0.0012874966
2025-02-01,STP_TVM,F_1006,5.0
2025-02-01,STP_TVM,F_1008,0.012967789
2025-02-01,STP_TVM,F_1008,5.0
2025-02-01,STP_TVM,F_1020,5.0
2025-02-01,STP_TVM,F_1032,5.0
2025-02-01,STP_TVM,F_1034,5.0
2025-02-01,STP_TVM,F_1036,5.0
2025-02-01,STP_TVM,F_1046,0.027686987
2025-02-01,STP_TVM,F_1046,5.0
2025-02-01,STP_TVM,F_1047,0.0019791528
2025-02-01,STP_TVM,F_1047,5.0
2025-02-01,STP_TVM,F_1048,0.0015209975
2025-02-01,STP_TVM,F_1048,5.0
2025-02-01,STP_TVM,F_1054,0.011466386
2025-02-01,STP_TVM,F_1054,5.0
2025-02-01,STP_TVM,F_1055,0.0010254124
2025-02-01,STP_TVM,F_1055,5.0
2025-02-01,STP_TVM,F_1061,0.0043720521
2025-02-01,STP_TVM,F_1061,5.0
2025-02-01,STP_TVM,F_1064,5.0
2025-02-01,STP_TVM,F_1068,5.0
2025-02-01,STP_TVM,F_1069,0.0011652299
2025-02-01,STP_TVM,F_1069,5.0
2025-02-01,STP_TVM,F_1070,5.0
2025-02-01,STP_TVM,F_1080,5.0
2025-02-01,STP_TVM,F_1087,5.0
2025-02-01,STP_TVM,F_1088,5.0
2025-02-01,STP_TVM,F_1091,0.0016964793
2025-02-01,STP_TVM,F_1091,5.0
2025-02-01,STP_TVM,F_1094,0.0039198723
2025-02-01,STP_TVM,F_1094,5.0
2025-02-01,STP_TVM,F_1105,5.0
2025-02-01,STP_TVM,F_1106,0.0043720521
2025-02-01,STP_TVM,F_1106,5.0
2025-02-01,STP_TVM,F_1110,5.0
2025-02-01,STP_TVM,F_1116,5.0
2025-02-01,STP_TVM,F_1118,5.0
2025-02-01,STP_TVM,F_1119,5.0
2025-02-01,STP_TVM,F_1127,5.0
2025-02-01,STP_TVM,F_1129,5.0
2025-02-01,STP_TVM,F_1133,5.0
2025-02-01,STP_TVM,F_1134,0.0059767071
2025-02-01,STP_TVM,F_1134,5.0
2025-02-01,STP_TVM,F_1137,0.025119024
2025-02-01,STP_TVM,F_1137,5.0
2025-02-01,STP_TVM,F_1139,0.0039198723
2025-02-01,STP_TVM,F_1139,5.0
2025-02-01,STP_TVM,F_1141,0.0012874966
2025-02-01,STP_TVM,F_1141,5.0
2025-02-01,STP_TVM,F_1150,5.0
2025-02-01,STP_TVM,F_1156,5.0
2025-02-01,STP_TVM,F_1162,5.0
2025-02-01,STP_TVM,F_1163,5.0
2025-02-01,STP_TVM,F_1164,5.0
2025-02-01,STP_TVM,F_1165,5.0
2025-02-01,STP_TVM,F_1170,5.0
2025-02-01,STP_TVM,F_1173,5.0
2025-02-01,STP_TVM,F_1176,5.0
2025-02-01,STP_TVM,F_1178,5.0
2025-02-01,STP_TVM,F_1180,0.0022303868
2025-02-01,STP_TVM,F_1180,5.0
2025-02-01,STP_TVM,F_1189,0.0024842103
2025-02-01,STP_TVM,F_1189,5.0
2025-02-01,STP_TVM,F_1194,5.0
2025-02-01,STP_TVM,F_1195,5.0
2025-02-01,STP_TVM,F_1216,5.0
2025-02-01,STP_TVM,F_1217,5.0
2025-02-01,STP_TVM,F_1221,5.0
2025-02-01,STP_TVM,F_1222,5.0
2025-02-01,STP_TVM,F_1223,5.0
2025-02-01,STP_TVM,F_1235,0.010101643
2025-02-01,STP_TVM,F_1235,5.0
2025-02-01,STP_TVM,F_1238,0.0067564269
2025-02-01,STP_TVM,F_1238,5.0
2025-02-01,STP_TVM,F_1242,5.0
2025-02-01,STP_TVM,F_1245,0.002324396
2025-02-01,STP_TVM,F_1245,5.0
2025-02-01,STP_TVM,F_1246,4.3653696
2025-02-09,STP_GVR,F_1001,0.0094761216
2025-02-09,STP_GVR,F_1001,5.0
2025-02-09,STP_GVR,F_1018,0.0022583145
2025-02-09,STP_GVR,F_1018,5.0
2025-02-09,STP_GVR,F_1019,0.0011280005
2025-02-09,STP_GVR,F_1019,5.0
2025-02-09,STP_GVR,F_1033,4.6383939
2025-02-09,STP_GVR,F_1037,5.0
2025-02-09,STP_GVR,F_1050,0.0026584163
2025-02-09,STP_GVR,F_1050,5.0
2025-02-09,STP_GVR,F_1051,0.0025085525
2025-02-09,STP_GVR,F_1051,5.0
2025-02-09,STP_GVR,F_1063,0.0012030874
2025-02-09,STP_GVR,F_1063,5.0
2025-02-09,STP_GVR,F_1071,0.0032113536
2025-02-09,STP_GVR,F_1071,0.49314845
2025-02-09,STP_GVR,F_1073,5.0
2025-02-09,STP_GVR,F_1111,0.0067564269
2025-02-09,STP_GVR,F_1111,5.0
2025-02-09,STP_GVR,F_1114,0.0012383696
2025-02-09,STP_GVR,F_1114,5.0
2025-02-09,STP_GVR,F_1115,5.0
2025-02-09,STP_GVR,F_1130,5.0
2025-02-09,STP_GVR,F_1158,0.0013735
2025-02-09,STP_GVR,F_1158,5.0
2025-02-09,STP_GVR,F_1169,5.0
2025-02-09,STP_GVR,F_1183,0.04596359
2025-02-09,STP_GVR,F_1183,5.0
2025-02-09,STP_GVR,F_1202,0.0015212875
2025-02-09,STP_GVR,F_1202,5.0
2025-02-09,STP_GVR,F_1205,5.0
2025-02-09,STP_GVR,F_1218,5.0
2025-02-09,STP_GVR,F_1226,0.0025855326
2025-02-09,STP_GVR,F_1226,5.0
2025-02-09,STP_GVR,F_1227,0.049376515
2025-02-09,STP_GVR,F_1227,5.0
2025-02-09,STP_GVR,F_1233,0.030405588
2025-02-09,STP_GVR,F_1233,5.0
2025-02-09,STP_GVR,F_1234,0.027686987
2025-02-09,STP_GVR,F_1234,5.0
2025-02-09,STP_GVR,F_1249,0.0012383696
2025-02-09,STP_GVR,F_1249,5.0
2025-02-09,STP_KCH,F_1002,0.0031545369
2025-02-09,STP_KCH,F_1002,5.0
2025-02-09,STP_KCH,F_1005,0.039392663
2025-02-09,STP_KCH,F_1005,5.0
2025-02-09,STP_KCH,F_1006,0.0019926288
2025-02-09,STP_KCH,F_1006,5.0
2025-02-09,STP_KCH,F_1011,0.0015209975
2025-02-09,STP_KCH,F_1011,5.0
2025-02-09,STP_KCH,F_1021,0.001682667
2025-02-09,STP_KCH,F_1021,5.0
2025-02-09,STP_KCH,F_1027,5.0
2025-02-09,STP_KCH,F_1034,5.0
2025-02-09,STP_KCH,F_1035,5.0
2025-02-09,STP_KCH,F_1039,5.0
2025-02-09,STP_KCH,F_1061,0.012967789
2025-02-09,STP_KCH,F_1061,5.0
2025-02-09,STP_KCH,F_1066,5.0
2025-02-09,STP_KCH,F_1067,5.0
2025-02-09,STP_KCH,F_1071,4.5068516
2025-02-09,STP_KCH,F_1085,5.0
2025-02-09,STP_KCH,F_1086,5.0
2025-02-09,STP_KCH,F_1098,0.0017906395
2025-02-09,STP_KCH,F_1098,5.0
2025-02-09,STP_KCH,F_1099,0.0050695939
2025-02-09,STP_KCH,F_1099,5.0
2025-02-09,STP_KCH,F_1102,0.0039198723
2025-02-09,STP_KCH,F_1102,5.0
2025-02-09,STP_KCH,F_1107,0.011466386
2025-02-09,STP_KCH,F_1107,5.0
2025-02-09,STP_KCH,F_1118,0.002324396
2025-02-09,STP_KCH,F_1118,5.0
2025-02-09,STP_KCH,F_1131,5.0
2025-02-09,STP_KCH,F_1145,0.0019791528
2025-02-09,STP_KCH,F_1145,5.0
2025-02-09,STP_KCH,F_1146,0.0018629757
2025-02-09,STP_KCH,F_1146,5.0
2025-02-09,STP_KCH,F_1147,0.020448964
2025-02-09,STP_KCH,F_1147,5.0
2025-02-09,STP_KCH,F_1157,0.005865455
2025-02-09,STP_KCH,F_1157,5.0
2025-02-09,STP_KCH,F_1161,5.0
2025-02-09,STP_KCH,F_1162,5.0
2025-02-09,STP_KCH,F_1175,5.0
2025-02-09,STP_KCH,F_1182,0.0088055915
2025-02-09,STP_KCH,F_1182,5.0
2025-02-09,STP_KCH,F_1187,0.0023659683
2025-02-09,STP_KCH,F_1187,5.0
2025-02-09,STP_KCH,F_1193,0.0013615717
2025-02-09,STP_KCH,F_1193,5.0
2025-02-09,STP_KCH,F_1195,0.0012169834
2025-02-09,STP_KCH,F_1195,5.0
2025-02-09,STP_KCH,F_1198,0.0022583145
2025-02-09,STP_KCH,F_1198,5.0
2025-02-09,STP_KCH,F_1209,5.0
2025-02-09,STP_KCH,F_1211,0.0013924482
2025-02-09,STP_KCH,F_1211,5.0
2025-02-09,STP_KCH,F_1231,0.0019926288
2025-02-09,STP_KCH,F_1231,5.0
2025-02-09,STP_KCH,F_1237,0.0014393552
2025-02-09,STP_KCH,F_1237,0.83961961
2025-02-09,STP_KKD,F_1010,0.025119024
2025-02-09,STP_KKD,F_1010,5.0
